id,systems,source,name_en,name_uk,text_en,text_uk,effects,size,creature_type,alignment,ac,hp,hp_formula,speed,str,dex,con,int,wis,cha,cr,senses,languages,skills
young-white-dragon,5.5e,SRD,Young White Dragon,,"_Large Dragon (Chromatic), Chaotic Evil_
**AC** 17 **Initiative** +3 (13) 
**HP** 123 (13d10 + 52) 
**Speed** 40 ft., Burrow 20 ft., Fly 80 ft., Swim 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 18 
 +4 
 +4 
 DEX 
 10 
 +0 
 +3 
 CON 
 18 
 +4 
 +4 
 
 
 INT 
 6 
 −2 
 2 
 WIS 
 11 
 +0 
 +3 
 CHA 
 12 
 +1 
 +1 
 
 
 
**Skills** Perception +6, Stealth +3 
**Immunities** Cold 
**Senses** Blindsight 30 ft., Darkvision 120 ft.; Passive Perception 16 
**Languages** Common, Draconic 
**CR** 6 (2,300 XP; PB +3)
#### Traits
 
**_Ice Walk._** The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, Difficult Terrain composed of ice or snow doesn't cost it extra movement.
#### Actions
 
**_Multiattack._** The dragon makes three Rend attacks.
**_Rend._** _Melee Attack Roll:_ +7, reach 10 ft. _Hit:_ 9 (2d4 + 4) Slashing damage plus 2 (1d4) Cold damage.
**_Cold Breath (Recharge 5–6)._** _Constitution Saving Throw:_ DC 15, each creature in a 30-foot Cone. _Failure:_ 40 (9d8) Cold damage. _Success:_ Half damage.
### Adult White Dragon",,,large,dragon (chromatic),Chaotic Evil,17,123,13d10 + 52,"40 ft., Burrow 20 ft., Fly 80 ft., Swim 40 ft.",18,10,18,6,11,12,6,"Blindsight 30 ft., Darkvision 120 ft.; Passive Perception 16","Common, Draconic","Perception +6, Stealth +3"
adult-white-dragon,5.5e,SRD,Adult White Dragon,,"_Huge Dragon (Chromatic), Chaotic Evil_
**AC** 18 **Initiative** +10 (20) 
**HP** 200 (16d12 + 96) 
**Speed** 40 ft., Burrow 30 ft., Fly 80 ft., Swim 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 22 
 +6 
 +6 
 DEX 
 10 
 +0 
 +5 
 CON 
 22 
 +6 
 +6 
 
 
 INT 
 8 
 −1 
 −1 
 WIS 
 12 
 +1 
 +6 
 CHA 
 12 
 +1 
 +1 
 
 
 
**Skills** Perception +11, Stealth +5 
**Immunities** Cold 
**Senses** Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 21 
**Languages** Common, Draconic 
**CR** 13 (XP 10,000, or 11,500 in lair; PB +5)
#### Traits
 
**_Ice Walk._** The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, Difficult Terrain composed of ice or snow doesn't cost it extra movement.
**_Legendary Resistance (3/Day, or 4/Day in Lair)._** If the dragon fails a saving throw, it can choose to succeed instead.
#### Actions
 
**_Multiattack._** The dragon makes three Rend attacks.
**_Rend._** _Melee Attack Roll:_ +11, reach 10 ft. _Hit:_ 13 (2d6 + 6) Slashing damage plus 4 (1d8) Cold damage.
**_Cold Breath (Recharge 5–6)._** _Constitution Saving Throw:_ DC 19, each creature in a 60-foot Cone. _Failure:_ 54 (12d8) Cold damage. _Success:_ Half damage.
#### Legendary Actions
 
_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the dragon can expend a use to take one of the following actions. The dragon regains all expended uses at the start of each of its turns._
**_Freezing Burst._** _Constitution Saving Throw:_ DC 14, each creature in a 30-foot-radius Sphere centered on a point the dragon can see within 120 feet. _Failure:_ 7 (2d6) Cold damage, and the target's Speed is 0 until the end of the target's next turn. _Failure or Success:_ The dragon can't take this action again until the start of its next turn.
**_Frightful Presence._** The dragon casts _Fear_, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 14). The dragon can't take this action again until the start of its next turn.
**_Pounce._** The dragon moves up to half its Speed, and it makes one Rend attack.
### Ancient White Dragon",,,huge,dragon (chromatic),Chaotic Evil,18,200,16d12 + 96,"40 ft., Burrow 30 ft., Fly 80 ft., Swim 40 ft.",22,10,22,8,12,12,13,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 21","Common, Draconic","Perception +11, Stealth +5"
ancient-white-dragon,5.5e,SRD,Ancient White Dragon,,"_Gargantuan Dragon (Chromatic), Chaotic Evil_
**AC** 20 **Initiative** +12 (22) 
**HP** 333 (18d20 + 144) 
**Speed** 40 ft., Burrow 40 ft., Fly 80 ft., Swim 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 26 
 +8 
 +8 
 DEX 
 10 
 +0 
 +6 
 CON 
 26 
 +8 
 +8 
 
 
 INT 
 10 
 +0 
 +0 
 WIS 
 13 
 +1 
 +7 
 CHA 
 18 
 +4 
 +4 
 
 
 
**Skills** Perception +13, Stealth +6 
**Immunities** Cold 
**Senses** Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 23 
**Languages** Common, Draconic 
**CR** 20 (XP 25,000, or 33,000 in lair; PB +6)
#### Traits
 
**_Ice Walk._** The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, Difficult Terrain composed of ice or snow doesn't cost it extra movement.
**_Legendary Resistance (4/Day, or 5/Day in Lair)._** If the dragon fails a saving throw, it can choose to succeed instead.
#### Actions
 
**_Multiattack._** The dragon makes three Rend attacks.
**_Rend._** _Melee Attack Roll:_ +14, reach 15 ft. _Hit:_ 17 (2d8 + 8) Slashing damage plus 7 (2d6) Cold damage.
**_Cold Breath (Recharge 5–6)._** _Constitution Saving Throw:_ DC 22, each creature in a 90-foot Cone. _Failure:_ 63 (14d8) Cold damage. _Success:_ Half damage.
#### Legendary Actions
 
_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the dragon can expend a use to take one of the following actions. The dragon regains all expended uses at the start of each of its turns._
**_Freezing Burst._** _Constitution Saving Throw:_ DC 20, each creature in a 30-foot-radius Sphere centered on a point the dragon can see within 120 feet. _Failure:_ 14 (4d6) Cold damage, and the target's Speed is 0 until the end of the target's next turn. _Failure or Success:_ The dragon can't take this action again until the start of its next turn.
**_Frightful Presence._** The dragon casts _Fear_, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 18). The dragon can't take this action again until the start of its next turn.
**_Pounce._** The dragon moves up to half its Speed, and it makes one Rend attack.
## Wight
### Wight",,,gargantuan,dragon (chromatic),Chaotic Evil,20,333,18d20 + 144,"40 ft., Burrow 40 ft., Fly 80 ft., Swim 40 ft.",26,10,26,10,13,18,20,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 23","Common, Draconic","Perception +13, Stealth +6"
wight,5.5e,SRD,Wight,,"_Medium Undead, Neutral Evil_
**AC** 14 **Initiative** +4 (14) 
**HP** 82 (11d8 + 33) 
**Speed** 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 15 
 +2 
 +2 
 DEX 
 14 
 +2 
 +2 
 CON 
 16 
 +3 
 +3 
 
 
 INT 
 10 
 +0 
 +0 
 WIS 
 13 
 +1 
 +1 
 CHA 
 15 
 +2 
 +2 
 
 
 
**Skills** Perception +3, Stealth +4 
**Resistances** Necrotic 
**Immunities** Poison; Exhaustion, Poisoned 
**Gear** Studded Leather Armor 
**Senses** Darkvision 60 ft.; Passive Perception 13 
**Languages** Common plus one other language 
**CR** 3 (XP 700; PB +2)
#### Traits
 
**_Sunlight Sensitivity._** While in sunlight, the wight has Disadvantage on ability checks and attack rolls.
#### Actions
 
**_Multiattack._** The wight makes two attacks, using Necrotic Sword or Necrotic Bow in any combination. It can replace one attack with a use of Life Drain.
**_Necrotic Sword._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 6 (1d8 + 2) Slashing damage plus 4 (1d8) Necrotic damage.
**_Necrotic Bow._** _Ranged Attack Roll:_ +4, range 150/600 ft. _Hit:_ 6 (1d8 + 2) Piercing damage plus 4 (1d8) Necrotic damage.
**_Life Drain._** _Constitution Saving Throw:_ DC 13, one creature within 5 feet. _Failure:_ 6 (1d8 + 2) Necrotic damage, and the target's Hit Point maximum decreases by an amount equal to the damage taken. 
 A Humanoid slain by this attack rises 24 hours later as a **Zombie** under the wight's control, unless the Humanoid is restored to life or its body is destroyed. The wight can have no more than twelve zombies under its control at a time.
## Will-o'-Wisp
### Will-o'-Wisp",,,medium,undead,Neutral Evil,14,82,11d8 + 33,30 ft.,15,14,16,10,13,15,3,Darkvision 60 ft.; Passive Perception 13,Common plus one other language,"Perception +3, Stealth +4"
will-o-wisp,5.5e,SRD,Will-o'-Wisp,,"_Tiny Undead, Chaotic Evil_
**AC** 19 **Initiative** +9 (19) 
**HP** 27 (11d4) 
**Speed** 5 ft., Fly 50 ft. (hover) 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 -5 
 -5 
 DEX 
 DEX 
 28 
 +9 
 +9 
 CON 
 10 
 +0 
 +0 
 
 
 INT 
 13 
 +1 
 +1 
 WIS 
 14 
 +2 
 +2 
 CHA 
 11 
 +0 
 +0 
 
 
 
**Resistances** Acid, Bludgeoning, Cold, Fire, Necrotic, Piercing, Slashing 
**Immunities** Lightning, Poison; Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious 
**Senses** Darkvision 120 ft.; Passive Perception 12 
**Languages** Common plus one other language 
**CR** 2 (XP 450; PB +2)
#### Traits
 
**_Ephemeral._** The wisp can't wear or carry anything.
**_Illumination._** The wisp sheds Bright Light in a 20-foot radius and Dim Light for an additional 20 feet.
**_Incorporeal Movement._** The wisp can move through other creatures and objects as if they were Difficult Terrain. It takes 5 (1d10) Force damage if it ends its turn inside an object.
#### Actions
 
**_Shock._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 11 (2d8 + 2) Lightning damage.
#### Bonus Actions
 
**_Consume Life._** _Constitution Saving Throw:_ DC 10, one living creature the wisp can see within 5 feet that has 0 Hit Points. _Failure:_ The target dies, and the wisp regains 10 (3d6) Hit Points.
**_Vanish._** The wisp and its light have the Invisible condition until the wisp's Concentration ends on this effect, which ends early immediately after the wisp makes an attack roll or uses Consume Life.
## Winter Wolf
### Winter Wolf",,,tiny,undead,Chaotic Evil,19,27,11d4,"5 ft., Fly 50 ft. (hover)",,28,10,13,14,11,2,Darkvision 120 ft.; Passive Perception 12,Common plus one other language,
winter-wolf,5.5e,SRD,Winter Wolf,,"_Large Monstrosity, Neutral Evil_
**AC** 13 **Initiative** +1 (11) 
**HP** 75 (10d10 + 20) 
**Speed** 50 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 18 
 +4 
 +4 
 DEX 
 13 
 +1 
 +1 
 CON 
 14 
 +2 
 +2 
 
 
 INT 
 7 
 -2 
 -2 
 WIS 
 12 
 +1 
 +1 
 CHA 
 8 
 -1 
 -1 
 
 
 
**Skills** Perception +5, Stealth +5 
**Immunities** Cold 
**Senses** Passive Perception 15 
**Languages** Common, Giant 
**CR** 3 (XP 700; PB +2)
#### Traits
 
**_Pack Tactics._** The wolf has Advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 feet of the creature and the ally doesn't have the Incapacitated condition.
#### Actions
 
**_Bite._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 11 (2d6 + 4) Piercing damage. If the target is a Large or smaller creature, it has the Prone condition.
**_Cold Breath (Recharge 5–6)._** _Constitution Saving Throw:_ DC 12, each creature in a 15-foot Cone. _Failure:_ 18 (4d8) Cold damage. _Success:_ Half damage.
## Worg
### Worg",,,large,monstrosity,Neutral Evil,13,75,10d10 + 20,50 ft.,18,13,14,7,12,8,3,Passive Perception 15,"Common, Giant","Perception +5, Stealth +5"
worg,5.5e,SRD,Worg,,"_Large Fey, Neutral Evil_
**AC** 13 **Initiative** +1 (11) 
**HP** 26 (4d10 + 4) 
**Speed** 50 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 16 
 +3 
 +3 
 DEX 
 13 
 +1 
 +1 
 CON 
 13 
 +1 
 +1 
 
 
 INT 
 7 
 -2 
 -2 
 WIS 
 11 
 +0 
 +0 
 CHA 
 8 
 -1 
 -1 
 
 
 
**Skills** Perception +4 
**Senses** Darkvision 60 ft.; Passive Perception 14 
**Languages** Goblin, Worg 
**CR** 1/2 (XP 100; PB +2)
#### Actions
 
**_Bite._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 7 (1d8 + 3) Piercing damage, and the next attack roll made against the target before the start of the worg's next turn has Advantage.
## Wraith
### Wraith",,,large,fey,Neutral Evil,13,26,4d10 + 4,50 ft.,16,13,13,7,11,8,1/2,Darkvision 60 ft.; Passive Perception 14,"Goblin, Worg",Perception +4
wraith,5.5e,SRD,Wraith,,"_Medium or Small Undead, Neutral Evil_
**AC** 13 **Initiative** +3 (13) 
**HP** 67 (9d8 + 27) 
**Speed** 5 ft., Fly 60 ft. (hover) 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 6 
 -2 
 -2 
 DEX 
 16 
 +3 
 +3 
 CON 
 16 
 +3 
 +3 
 
 
 INT 
 12 
 +1 
 +1 
 WIS 
 14 
 +2 
 +2 
 CHA 
 15 
 +2 
 +2 
 
 
 
**Resistances** Acid, Bludgeoning, Cold, Fire, Piercing, Slashing 
**Immunities** Necrotic, Poison; Charmed, Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious 
**Senses** Darkvision 60 ft.; Passive Perception 12 
**Languages** Common plus two other languages 
**CR** 5 (XP 1,800; PB +3)
#### Traits
 
**_Incorporeal Movement._** The wraith can move through other creatures and objects as if they were Difficult Terrain. It takes 5 (1d10) Force damage if it ends its turn inside an object.
**_Sunlight Sensitivity._** While in sunlight, the wraith has Disadvantage on ability checks and attack rolls.
#### Actions
 
**_Life Drain._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 21 (4d8 + 3) Necrotic damage. If the target is a creature, its Hit Point maximum decreases by an amount equal to the damage taken.
**_Create Specter._** The wraith targets a Humanoid corpse within 10 feet of itself that has been dead for no longer than 1 minute. The target's spirit rises as a **Specter** in the space of its corpse or in the nearest unoccupied space. The specter is under the wraith's control. The wraith can have no more than seven specters under its control at a time.
## Wyvern
### Wyvern",,,medium,or small undead,Neutral Evil,13,67,9d8 + 27,"5 ft., Fly 60 ft. (hover)",6,16,16,12,14,15,5,Darkvision 60 ft.; Passive Perception 12,Common plus two other languages,
wyvern,5.5e,SRD,Wyvern,,"_Large Dragon, Unaligned_
**AC** 14 **Initiative** +0 (10) 
**HP** 127 (15d10 + 45) 
**Speed** 30 ft., Fly 80 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 19 
 +4 
 +4 
 DEX 
 10 
 +0 
 +0 
 CON 
 16 
 +3 
 +3 
 
 
 INT 
 5 
 −3 
 −3 
 WIS 
 12 
 +1 
 +1 
 CHA 
 6 
 −2 
 −2 
 
 
 
**Skills** Perception +4 
**Senses** Darkvision 120 ft.; Passive Perception 14 
**Languages** None 
**CR** 6 (XP 2,300; PB +3)
#### Actions
 
**_Multiattack._** The wyvern makes one Bite attack and one Sting attack.
**_Bite._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 13 (2d8 + 4) Piercing damage.
**_Sting._** _Melee Attack Roll:_ +7, reach 10 ft. _Hit:_ 11 (2d6 + 4) Piercing damage plus 24 (7d6) Poison damage, and the target has the Poisoned condition until the start of the wyvern's next turn.
## Xorn
### Xorn",,,large,dragon,Unaligned,14,127,15d10 + 45,"30 ft., Fly 80 ft.",19,10,16,5,12,6,6,Darkvision 120 ft.; Passive Perception 14,None,Perception +4
xorn,5.5e,SRD,Xorn,,"_Medium Elemental, Neutral_
**AC** 19 **Initiative** +0 (10) 
**HP** 84 (8d8 + 48) 
**Speed** 20 ft., Burrow 20 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 17 
 +3 
 +3 
 DEX 
 10 
 +0 
 +0 
 CON 
 22 
 +6 
 +6 
 
 
 INT 
 11 
 +0 
 +0 
 WIS 
 10 
 +0 
 +0 
 CHA 
 11 
 +0 
 +0 
 
 
 
**Skills** Perception +6, Stealth +6 
**Immunities** Poison; Paralyzed, Petrified, Poisoned 
**Senses** Darkvision 60 ft., Tremorsense 60 ft.; Passive Perception 16 
**Languages** Primordial (Terran) 
**CR** 5 (XP 1,800; PB +3)
#### Traits
 
**_Earth Glide._** The xorn can burrow through nonmagical, unworked earth and stone. While doing so, the xorn doesn't disturb the material it moves through.
**_Treasure Sense._** The xorn can pinpoint the location of precious metals and stones within 60 feet of itself.
#### Actions
 
**_Multiattack._** The xorn makes one Bite attack and three Claw attacks.
**_Bite._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 17 (4d6 + 3) Piercing damage.
**_Claw._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 8 (1d10 + 3) Slashing damage.
#### Bonus Actions
 
**_Charge._** The xorn moves up to its Speed or Burrow Speed straight toward an enemy it can sense.
## Zombies
### Zombie",,,medium,elemental,Neutral,19,84,8d8 + 48,"20 ft., Burrow 20 ft.",17,10,22,11,10,11,5,"Darkvision 60 ft., Tremorsense 60 ft.; Passive Perception 16",Primordial (Terran),"Perception +6, Stealth +6"
zombie,5.5e,SRD,Zombie,,"_Medium Undead, Neutral Evil_
**AC** 8 **Initiative** −2 (8) 
**HP** 15 (2d8 + 6) 
**Speed** 20 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 13 
 +1 
 +1 
 DEX 
 6 
 −2 
 −2 
 CON 
 16 
 +3 
 +3 
 
 
 INT 
 3 
 −4 
 −4 
 WIS 
 6 
 −2 
 +0 
 CHA 
 5 
 −3 
 −3 
 
 
 
**Immunities** Poison; Exhaustion, Poisoned 
**Senses** Darkvision 60 ft.; Passive Perception 8 
**Languages** Understands Common plus one other language but can't speak 
**CR** 1/4 (XP 50; PB +2)
#### Traits
 
**_Undead Fortitude._** If damage reduces the zombie to 0 Hit Points, it makes a Constitution saving throw (DC 5 plus the damage taken) unless the damage is Radiant or from a Critical Hit. On a successful save, the zombie drops to 1 Hit Point instead.
#### Actions
 
**_Slam._** _Melee Attack Roll:_ +3, reach 5 ft. _Hit:_ 5 (1d8 + 1) Bludgeoning damage.
### Ogre Zombie",,,medium,undead,Neutral Evil,8,15,2d8 + 6,20 ft.,13,6,16,3,6,5,1/4,Darkvision 60 ft.; Passive Perception 8,Understands Common plus one other language but can't speak,
ogre-zombie,5.5e,SRD,Ogre Zombie,,"_Large Undead, Neutral Evil_
**AC** 8 **Initiative** −2 (8) 
**HP** 85 (9d10 + 36) 
**Speed** 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 19 
 +4 
 +4 
 DEX 
 6 
 −2 
 −2 
 CON 
 18 
 +4 
 +4 
 
 
 INT 
 3 
 −4 
 −4 
 WIS 
 6 
 −2 
 +0 
 CHA 
 5 
 −3 
 −3 
 
 
 
**Immunities** Poison; Exhaustion, Poisoned 
**Senses** Darkvision 60 ft.; Passive Perception 8 
**Languages** Understands Common and Giant but can't speak 
**CR** 2 (XP 450; PB +2)
#### Traits
 
**_Undead Fortitude._** If damage reduces the zombie to 0 Hit Points, it makes a Constitution saving throw (DC 5 plus the damage taken) unless the damage is Radiant or from a Critical Hit. On a successful save, the zombie drops to 1 Hit Point instead.
#### Actions
 
**_Slam._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 13 (2d8 + 4) Bludgeoning damage.",,,large,undead,Neutral Evil,8,85,9d10 + 36,30 ft.,19,6,18,3,6,5,2,Darkvision 60 ft.; Passive Perception 8,Understands Common and Giant but can't speak,
allosaurus,5.5e,SRD,Allosaurus,,"_Large Beast (Dinosaur), Unaligned_
**AC** 13 **Initiative** +1 (11) 
**HP** 51 (6d10 + 18) 
**Speed** 60 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 19 
 +4 
 +4 
 DEX 
 13 
 +1 
 +1 
 CON 
 17 
 +3 
 +3 
 
 
 INT 
 2 
 −4 
 −4 
 WIS 
 12 
 +1 
 +1 
 CHA 
 5 
 −3 
 −3 
 
 
 
**Skills** Perception +5 
**Senses** Passive Perception 15 
**Languages** None 
**CR** 2 (XP 450; PB +2)
### Actions
 
**_Bite._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 15 (2d10 + 4) Piercing damage.
**_Claws._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 8 (1d8 + 4) Slashing damage. If the target is a Large or smaller creature and the allosaurus moved 30+ feet straight toward it immediately before the hit, the target has the Prone condition, and the allosaurus can make one Bite attack against it.
## Ankylosaurus",,,large,beast (dinosaur),Unaligned,13,51,6d10 + 18,60 ft.,19,13,17,2,12,5,2,Passive Perception 15,None,Perception +5
