#content-source: SRD 5.2.1
#content-systems: 5.5e
#content-url: https://dnd.wizards.com/resources/systems-reference-document
#content-license: CC-BY-4.0
#content-id: 019f6ae3-fb3a-7a28-894a-aedc0dd1440a
#content-updated-at: 2026-07-16
#content-hash: xxh64:dd9098d0cd39dc2e
id,name_en,name_uk,text_en,text_uk,effects,size,creature_type,alignment,ac,initiative,hp,hp_formula,speed,str,dex,con,int,wis,cha,str_save,dex_save,con_save,int_save,wis_save,cha_save,cr,resistances,immunities,vulnerabilities,gear,senses,languages,skills
red_dragon_wyrmling,Red Dragon Wyrmling,,"#### Actions

<hr>

**_Multiattack._** The dragon makes two Rend attacks.

**_Rend._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 9 (1d10 + 4) Slashing damage plus 3 (1d6) Fire damage.

**_Fire Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 13, each creature in a 15-foot Cone. _Failure:_ 24 (7d6) Fire damage. _Success:_ Half damage.",,,medium,dragon (chromatic),Chaotic Evil,17,+2 (12),75,10d8 + 30,"30 ft., Climb 30 ft., Fly 60 ft.",19,10,17,12,11,15,4,2,3,1,2,2,4,,Fire,,,"Blindsight 10 ft., Darkvision 60 ft.; Passive Perception 14",Draconic,"Perception +4, Stealth +2"
young_red_dragon,Young Red Dragon,,"#### Actions

<hr>

**_Multiattack._** The dragon makes three Rend attacks.

**_Rend._** _Melee Attack Roll:_ +10, reach 10 ft. _Hit:_ 13 (2d6 + 6) Slashing damage plus 3 (1d6) Fire damage.

**_Fire Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 17, each creature in a 30-foot Cone. _Failure:_ 56 (16d6) Fire damage. _Success:_ Half damage.",,,large,dragon (chromatic),Chaotic Evil,18,+4 (14),178,17d10 + 85,"40 ft., Climb 40 ft., Fly 80 ft.",23,10,21,14,11,19,6,4,5,2,4,4,10,,Fire,,,"Blindsight 30 ft., Darkvision 120 ft.; Passive Perception 18","Common, Draconic","Perception +8, Stealth +4"
adult_red_dragon,Adult Red Dragon,,"#### Traits

<hr>

**_Legendary Resistance (3/Day, or 4/Day in Lair)._** If the dragon fails a saving throw, it can choose to succeed instead.

#### Actions

<hr>

**_Multiattack._** The dragon makes three Rend attacks. It can replace one attack with a use of Spellcasting to cast _Scorching Ray_.

**_Rend._** _Melee Attack Roll:_ +14, reach 10 ft. _Hit:_ 13 (1d10 + 8) Slashing damage plus 5 (2d4) Fire damage.

**_Fire Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 21, each creature in a 60-foot Cone. _Failure:_ 59 (17d6) Fire damage. _Success:_ Half damage.

**_Spellcasting._** The dragon casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 20, +12 to hit with spell attacks):
 **At Will:** _Command_ (level 2 version), _Detect Magic_, _Scorching Ray_
 **1/Day:** _Fireball_

#### Legendary Actions

<hr>

_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the dragon can expend a use to take one of the following actions. The dragon regains all expended uses at the start of each of its turns._

**_Commanding Presence._** The dragon uses Spellcasting to cast _Command_ (level 2 version). The dragon can't take this action again until the start of its next turn.

**_Fiery Rays._** The dragon uses Spellcasting to cast _Scorching Ray_. The dragon can't take this action again until the start of its next turn.

**_Pounce._** The dragon moves up to half its Speed, and it makes one Rend attack.",,,huge,dragon (chromatic),Chaotic Evil,19,+12 (22),256,19d12 + 133,"40 ft., Climb 40 ft., Fly 80 ft.",27,10,25,16,13,23,8,6,7,3,7,6,17,,Fire,,,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 23","Common, Draconic","Perception +13, Stealth +6"
ancient_red_dragon,Ancient Red Dragon,,"#### Traits

<hr>

**_Legendary Resistance (4/Day, or 5/Day in Lair)._** If the dragon fails a saving throw, it can choose to succeed instead.

#### Actions

<hr>

**_Multiattack._** The dragon makes three Rend attacks. It can replace one attack with a use of Spellcasting to cast _Scorching Ray_ (level 3 version).

**_Rend._** _Melee Attack Roll:_ +17, reach 15 ft. _Hit:_ 19 (2d8 + 10) Slashing damage plus 10 (3d6) Fire damage.

**_Fire Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 24, each creature in a 90-foot Cone. _Failure:_ 91 (26d6) Fire damage. _Success:_ Half damage.

**_Spellcasting._** The dragon casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 23, +15 to hit with spell attacks):
 **At Will:** _Command_ (level 2 version), _Detect Magic_, _Scorching Ray_ (level 3 version)
 **1/Day Each:** _Fireball_ (level 6 version), _Scrying_

#### Legendary Actions

<hr>

_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the dragon can expend a use to take one of the following actions. The dragon regains all expended uses at the start of each of its turns._

**_Commanding Presence._** The dragon uses Spellcasting to cast _Command_ (level 2 version). The dragon can't take this action again until the start of its next turn.

**_Fiery Rays._** The dragon uses Spellcasting to cast _Scorching Ray_ (level 3 version). The dragon can't take this action again until the start of its next turn.

**_Pounce._** The dragon moves up to half its Speed, and it makes one Rend attack.",,,gargantuan,dragon (chromatic),Chaotic Evil,22,+14 (24),507,26d20 + 234,"40 ft., Climb 40 ft., Fly 80 ft.",30,10,29,18,15,27,,,,,,,24,,Fire,,,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 26","Common, Draconic","Perception +16, Stealth +7"
remorhaz,Remorhaz,,"#### Traits

<hr>

**_Heat Aura._** At the end of each of the remorhaz's turns, each creature in a 5-foot Emanation originating from the remorhaz takes 16 (3d10) Fire damage.

#### Actions

<hr>

**_Bite._** _Melee Attack Roll:_ +11, reach 10 ft. _Hit:_ 18 (2d10 + 7) Piercing damage plus 14 (4d6) Fire damage. If the target is a Large or smaller creature, it has the Grappled condition (escape DC 17), and it has the Restrained condition until the grapple ends.

#### Bonus Actions

<hr>

**_Swallow._** _Strength Saving Throw:_ DC 19, one Large or smaller creature Grappled by the remorhaz (it can have up to two creatures swallowed at a time). _Failure:_ The target is swallowed by the remorhaz, and the Grappled condition ends. A swallowed creature has the Blinded and Restrained conditions, it has Total Cover against attacks and other effects outside the remorhaz, and it takes 10 (3d6) Acid damage plus 10 (3d6) Fire damage at the start of each of the remorhaz's turns.
 If the remorhaz takes 30 damage or more on a single turn from a creature inside it, the remorhaz must succeed on a DC 15 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, each of which falls in a space within 5 feet of the remorhaz and has the Prone condition. If the remorhaz dies, any swallowed creature no longer has the Restrained condition and can escape from the corpse by using 15 feet of movement, exiting Prone.",,,huge,monstrosity,Unaligned,17,+5 (15),195,17d12 + 85,"40 ft., Burrow 30 ft.",24,13,21,4,10,5,,,,,,,11,,"Cold, Fire",,,"Darkvision 60 ft., Tremorsense 60 ft.; Passive Perception 10",None,
roc,Roc,,"#### Actions

<hr>

**_Multiattack._** The roc makes two Beak attacks. It can replace one attack with a Talons attack.

**_Beak._** _Melee Attack Roll:_ +13, reach 10 ft. _Hit:_ 28 (3d12 + 9) Piercing damage.

**_Talons._** _Melee Attack Roll:_ +13, reach 5 ft. _Hit:_ 23 (4d6 + 9) Slashing damage. If the target is a Huge or smaller creature, it has the Grappled condition (escape DC 19) from both talons, and it has the Restrained condition until the grapple ends.

#### Bonus Actions

<hr>

**_Swoop (Recharge 5–6)._** If the roc has a creature Grappled, the roc flies up to half its Fly Speed without provoking Opportunity Attacks and drops that creature.",,,gargantuan,monstrosity,Unaligned,15,+8 (18),248,16d20 + 80,"20 ft., Fly 120 ft.",28,10,20,3,10,9,9,4,5,-4,4,-1,11,,,,,Passive Perception 18,None,Perception +8
roper,Roper,,"#### Traits

<hr>

**_Spider Climb._** The roper can climb difficult surfaces, including along ceilings, without needing to make an ability check.

#### Actions

<hr>

**_Multiattack._** The roper makes two Tentacle attacks, uses Reel, and makes two Bite attacks.

**_Bite._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 17 (3d8 + 4) Piercing damage.

**_Tentacle._** _Melee Attack Roll:_ +7, reach 60 ft. _Hit:_ The target has the Grappled condition (escape DC 14) from one of six tentacles, and the target has the Poisoned condition until the grapple ends.
 The tentacle can be damaged, freeing a creature it has Grappled when destroyed (AC 20, HP 10, Immunity to Poison and Psychic damage). Damaging the tentacle deals no damage to the roper, and a destroyed tentacle regrows at the start of the roper's next turn.

**_Reel._** The roper pulls each creature Grappled by it up to 30 feet straight toward it.",,,large,aberration,Neutral Evil,20,+5 (15),93,11d10 + 33,"10 ft., Climb 20 ft.",18,8,17,7,16,6,4,-1,3,-2,3,-2,5,,,,,Darkvision 60 ft.; Passive Perception 16,None,"Perception +6, Stealth +5"
rust_monster,Rust Monster,,"#### Traits

<hr>

**_Iron Scent._** The rust monster can pinpoint the location of ferrous metal within 30 feet of itself.

#### Actions

<hr>

**_Multiattack._** The rust monster makes one Bite attack and uses Antennae twice.

**_Bite._** _Melee Attack Roll:_ +3, reach 5 ft. _Hit:_ 5 (1d8 + 1) Piercing damage.

**_Antennae._** The rust monster targets one nonmagical metal object—armor or a weapon—worn or carried by a creature within 5 feet of itself. _Dexterity Saving Throw:_ DC 11, the creature with the object. _Failure:_ The object takes a −1 penalty to the AC it offers (armor) or to its attack rolls (weapon). Armor is destroyed if the penalty reduces its AC to 10, and a weapon is destroyed if its penalty reaches −5. The penalty can be removed by casting the _Mending_ spell on the armor or weapon.

**_Destroy Metal._** The rust monster touches a nonmagical metal object within 5 feet of itself that isn't being worn or carried. The touch destroys a 1-foot Cube of the object.

#### Reactions

<hr>

**_Reflexive Antennae._** _Trigger:_ An attack roll hits the rust monster. _Response:_ The rust monster uses Antennae.",,,medium,monstrosity,Unaligned,14,+1 (11),33,6d8 + 6,40 ft.,13,12,13,2,13,6,1,1,1,-4,1,-2,1/2,,,,,Darkvision 60 ft.; Passive Perception 11,None,
sahuagin_warrior,Sahuagin Warrior,,"#### Traits

<hr>

**_Blood Frenzy._** The sahuagin has Advantage on attack rolls against any creature that doesn't have all its Hit Points.

**_Limited Amphibiousness._** The sahuagin can breathe air and water, but it must be submerged at least once every 4 hours to avoid suffocating outside water.

**_Shark Telepathy._** The sahuagin can magically control sharks within 120 feet of itself, using a special telepathy.

#### Actions

<hr>

**_Multiattack._** The sahuagin makes two Claw attacks.

**_Claw._** _Melee Attack Roll:_ +3, reach 5 ft. _Hit:_ 4 (1d6 + 1) Slashing damage.

#### Bonus Actions

<hr>

**_Aquatic Charge._** The sahuagin swims up to its Swim Speed straight toward an enemy it can see.",,,medium,fiend,Lawful Evil,12,+0 (10),22,4d8 + 4,"30 ft., Swim 40 ft.",13,11,12,12,13,9,1,0,1,1,1,-1,1/2,"Acid, Cold",,,,Darkvision 120 ft.; Passive Perception 15,Sahuagin,Perception +5
salamander,Salamander,,"#### Traits

<hr>

**_Fire Aura._** At the end of each of the salamander's turns, each creature of the salamander's choice in a 5-foot Emanation originating from the salamander takes 7 (2d6) Fire damage.

#### Actions

<hr>

**_Multiattack._** The salamander makes two Flame Spear attacks. It can replace one attack with a use of Constrict.

**_Flame Spear._** _Melee or Ranged Attack Roll:_ +7, reach 5 ft. or range 20/60 ft. _Hit:_ 13 (2d8 + 4) Piercing damage plus 7 (2d6) Fire damage. _Hit or Miss:_ The spear magically returns to the salamander's hand immediately after a ranged attack.

**_Constrict._** _Strength Saving Throw:_ DC 15, one Large or smaller creature the salamander can see within 10 feet. _Failure:_ 11 (2d6 + 4) Bludgeoning damage plus 7 (2d6) Fire damage. The target has the Grappled condition (escape DC 14), and it has the Restrained condition until the grapple ends.",,,large,elemental,Neutral Evil,15,+2 (12),90,12d10 + 24,"30 ft., Climb 30 ft.",18,14,15,11,10,12,4,2,2,0,0,1,5,,Fire,Cold,,Darkvision 60 ft.; Passive Perception 10,Primordial (Ignan),
satyr,Satyr,,"#### Traits

<hr>

**_Magic Resistance._** The satyr has Advantage on saving throws against spells and other magical effects.

#### Actions

<hr>

**_Hooves._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 5 (1d4 + 3) Bludgeoning damage. If the target is a Medium or smaller creature, the satyr pushes the target up to 10 feet straight away from itself.

**_Mockery._** _Wisdom Saving Throw:_ DC 12, one creature the satyr can see within 90 feet. _Failure:_ 5 (1d6 + 2) Psychic damage.",,,medium,fey,Chaotic Neutral,13,+3 (13),31,7d8,40 ft.,12,16,11,12,10,14,1,3,0,1,0,2,1/2,,,,,Passive Perception 12,"Common, Elvish, Sylvan","Perception +2, Performance +6, Stealth +5"
scout,Scout,,"#### Actions

<hr>

**_Multiattack._** The scout makes two attacks, using Shortsword and Longbow in any combination.

**_Shortsword._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 5 (1d6 + 2) Piercing damage.

**_Longbow._** _Ranged Attack Roll:_ +4, range 150/600 ft. _Hit:_ 6 (1d8 + 2) Piercing damage.",,,medium,or small humanoid,Neutral,13,+2 (12),16,3d8 + 3,30 ft.,11,14,12,11,13,11,0,2,1,0,1,0,1/2,,,,"Leather Armor, Longbow, Shortsword",Passive Perception 15,Common plus one other language,"Nature +4, Perception +5, Stealth +6, Survival +5"
sea_hag,Sea Hag,,"#### Traits

<hr>

**_Amphibious._** The hag can breathe air and water.

**_Coven Magic._** While within 30 feet of at least two hag allies, the hag can cast one of the following spells, requiring no Material components, using the spell's normal casting time, and using Intelligence as the spellcasting ability (spell save DC 11): _Augury, Find Familiar, Identify, Locate Object, Scrying,_ or _Unseen Servant_. The hag must finish a Long Rest before using this trait to cast that spell again.

**_Vile Appearance._** _Wisdom Saving Throw:_ DC 11, any Beast or Humanoid that starts its turn within 30 feet of the hag and can see the hag's true form. _Failure:_ The target has the Frightened condition until the start of its next turn. _Success:_ The target is immune to this hag's Vile Appearance for 24 hours.

#### Actions

<hr>

**_Claw._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 10 (2d6 + 3) Slashing damage.

**_Death Glare (Recharge 5–6)._** _Wisdom Saving Throw:_ DC 11, one Frightened creature the hag can see within 30 feet. _Failure:_ If the target has 20 Hit Points or fewer, it drops to 0 Hit Points. Otherwise, the target takes 13 (3d8) Psychic damage.

**_Illusory Appearance._** The hag casts _Disguise Self_, using Constitution as the spellcasting ability (spell save DC 13). The spell's duration is 24 hours.",,,medium,fey,Chaotic Evil,14,+1 (11),52,7d8 + 21,"30 ft., Swim 40 ft.",16,13,16,12,12,13,3,1,3,1,1,1,2,,,,,Darkvision 60 ft.; Passive Perception 11,"Common, Giant, Primordial (Aquan)",
shadow,Shadow,,"#### Traits

<hr>

**_Amorphous._** The shadow can move through a space as narrow as 1 inch without expending extra movement to do so.

**_Sunlight Weakness._** While in sunlight, the shadow has Disadvantage on D20 Tests.

#### Actions

<hr>

**_Draining Swipe._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 5 (1d6 + 2) Necrotic damage, and the target's Strength score decreases by 1d4. The target dies if this reduces that score to 0. If a Humanoid is slain by this attack, a **Shadow** rises from the corpse 1d4 hours later.

#### Bonus Actions

<hr>

**_Shadow Stealth._** While in Dim Light or Darkness, the shadow takes the Hide action.",,,medium,undead,Chaotic Evil,12,+2 (12),27,5d8 + 5,40 ft.,6,14,13,6,10,8,-2,2,1,-2,0,-1,1/2,"Acid, Cold, Fire, Lightning, Thunder","Necrotic, Poison; Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious",Radiant,,Darkvision 60 ft.; Passive Perception 10,None,Stealth +6
shambling_mound,Shambling Mound,,"#### Traits

<hr>

**_Lightning Absorption._** Whenever the shambling mound is subjected to Lightning damage, it regains a number of Hit Points equal to the Lightning damage dealt.

#### Actions

<hr>

**_Multiattack._** The shambling mound makes three Charged Tendril attacks. It can replace one attack with a use of Engulf.

**_Charged Tendril._** _Melee Attack Roll:_ +7, reach 10 ft. _Hit:_ 7 (1d6 + 4) Bludgeoning damage plus 5 (2d4) Lightning damage. If the target is a Medium or smaller creature, the shambling mound pulls the target 5 feet straight toward itself.

**_Engulf._** _Strength Saving Throw:_ DC 15, one Medium or smaller creature within 5 feet. _Failure:_ The target is pulled into the shambling mound's space and has the Grappled condition (escape DC 14). Until the grapple ends, the target has the Blinded and Restrained conditions, and it takes 10 (3d6) Lightning damage at the start of each of its turns. When the shambling mound moves, the Grappled target moves with it, costing it no extra movement. The shambling mound can have only one creature Grappled by this action at a time.",,,large,plant,Unaligned,15,−1 (9),110,13d10 + 39,"30 ft., Swim 20 ft.",18,8,16,5,10,5,4,-1,3,-3,0,-3,5,"Cold, Fire","Lightning; Deafened, Exhaustion",,,Blindsight 60 ft.; Passive Perception 10,None,Stealth +3
